Consigne Gaz (‰);Time (ms);Position Angulaire X (°);Position Angulaire Y (°);Ax Raw;Ay Raw;Az Raw;Gx Raw;Gy Raw;Gz Raw;Erreur P;Erreur I;Erreur D
60;18880;17,17;-4,33;-2164;-16020;3708;-55;1070;-4;0,0;0,0;0,17
60;18900;17,21;-3,18;-1884;-15988;4860;-104;1033;52;0,0;0,0;0,17
60;18920;17,3;-1,55;-3120;-15660;4484;-162;725;-143;0,0;0,0;0,17
60;18940;17,29;-1,55;224;-15256;4648;-222;43;183;0,0;0,0;0,17
60;18960;17,28;-2,04;1132;-15292;4616;-278;-530;281;0,0;0,0;0,17
60;18980;17,37;-2,63;1468;-15316;5324;-343;-956;278;0,0;0,0;0,17
60;19000;17,5;-4,09;3620;-15360;4672;-371;-882;232;0,0;0,0;0,17
60;19020;17,59;-5,83;4160;-15692;3960;-406;-651;105;0,0;0,0;0,17
60;19040;17,58;-7,33;3384;-15552;3740;-449;-405;-86;0,0;0,0;0,17
60;19060;17,46;-7,97;1660;-15748;3952;-501;25;-30;0,0;0,0;0,17
60;19080;17,35;-7,21;-648;-16100;4316;-486;1155;-187;0,0;0,0;0,17
60;19100;17,17;-6,28;-960;-16240;3852;-572;1115;-122;0,0;0,0;0,17
60;19120;17,09;-5,35;-1224;-15848;4472;-647;804;4;0,0;0,0;0,17
60;19140;17,08;-3,78;-2832;-15968;4352;-672;449;28;0,0;0,0;0,17
60;19160;16,99;-2,66;-1904;-15496;4124;-758;-335;33;0,0;0,0;0,17
60;19180;16,88;-2,36;-408;-15236;4232;-756;-590;186;0,0;0,0;0,17
60;19200;16,94;-2,18;-324;-15080;5452;-801;-821;275;0,0;0,0;0,17
60;19220;16,96;-2,09;-148;-15128;5224;-806;-921;80;0,0;0,0;0,17
60;19240;17,03;-3,76;3996;-15640;4124;-794;-399;99;0,0;0,0;0,17
60;19260;17,18;-5,58;4976;-15804;4240;-816;-219;131;0,0;0,0;0,17
60;19280;17,27;-6,94;3816;-15684;4584;-837;12;87;0,0;0,0;0,17
60;19300;17,18;-7,54;1780;-15788;4320;-848;321;-8;0,0;0,0;0,17
60;19320;16,97;-7,7;908;-16104;3732;-820;1029;-222;0,0;0,0;0,17
60;19340;16,81;-7,52;356;-16136;4172;-861;881;-199;0,0;0,0;0,17
60;19360;16,8;-5,83;-3000;-16004;4384;-889;512;-103;0,0;0,0;0,17
60;19380;16,76;-4,53;-2216;-15600;4368;-922;49;133;0,0;0,0;0,17
60;19400;16,64;-3,44;-1748;-15592;3948;-925;-434;183;0,0;0,0;0,17
60;19420;16,57;-3,22;-268;-15340;4520;-953;-676;220;0,0;0,0;0,17
60;19440;16,54;-3,03;-300;-15252;4936;-980;-963;136;0,0;0,0;0,17
60;19460;16,61;-4,56;3756;-15860;4324;-923;-490;83;0,0;0,0;0,17
60;19480;16,67;-6,03;3792;-15856;4312;-911;-241;96;0,0;0,0;0,17
60;19500;16,79;-7,48;4184;-15784;4480;-880;214;105;0,0;0,0;0,17
60;19520;16,7;-8,36;2320;-15992;3968;-848;524;84;0,0;0,0;0,17
60;19540;16,5;-8,67;1152;-16288;3576;-865;985;-25;0,0;0,0;0,17
60;19560;16,38;-8,41;232;-16112;4260;-844;763;-23;0,0;0,0;0,17
60;19580;16,33;-7,08;-1976;-16020;4336;-790;619;36;0,0;0,0;0,17
60;19600;16,32;-5,83;-2076;-15568;4376;-775;-166;251;0,0;0,0;0,17
60;19620;16,3;-4,74;-1884;-15412;4332;-804;-652;2;0,0;0,0;0,17
60;19640;16,36;-4,02;-1412;-14888;4968;-744;-935;129;0,0;0,0;0,17
60;19660;16,38;-3,72;-444;-15020;4760;-716;-900;224;0,0;0,0;0,17
60;19680;16,5;-5,44;4360;-16096;4144;-654;-489;-55;0,0;0,0;0,17
60;19700;16,68;-7,15;4700;-15948;4248;-615;-237;-78;0,0;0,0;0,17
60;19720;16,72;-8,39;3220;-16068;4156;-542;-40;11;0,0;0,0;0,17
60;19740;16,69;-9,25;2348;-16056;4012;-484;430;-6;0,0;0,0;0,17
60;19760;16,49;-8,8;-52;-16260;3364;-438;834;-157;0,0;0,0;0,17
60;19780;16,45;-7,89;-1016;-16292;4456;-428;856;-212;0,0;0,0;0,17
60;19800;16,51;-6,04;-3272;-16080;4144;-391;526;-111;0,0;0,0;0,17
60;19820;16,68;-3,85;-4428;-15772;3940;-333;463;-118;0,0;0,0;0,17
60;19840;16,68;-3,4;-644;-15400;4512;-368;-426;223;0,0;0,0;0,17
60;19860;16,7;-3,22;-208;-15416;4732;-335;-702;311;0,0;0,0;0,17
60;19880;16,72;-3,27;240;-15468;4672;-286;-866;268;0,0;0,0;0,17
60;19900;16,66;-3,6;696;-15428;4028;-230;-931;255;0,0;0,0;0,17
60;19920;16,8;-5,36;4184;-15916;3820;-194;-494;63;0,0;0,0;0,17
60;19940;16,88;-6,63;3152;-15972;4228;-160;-268;-65;0,0;0,0;0,17
60;19960;16,81;-7,12;1328;-16056;3836;-108;123;-30;0,0;0,0;0,17
70;19980;20,35;-16,24;5832;-15408;4540;752;-1563;105;0,0;0,0;0,17
70;20000;21,17;-19,14;7792;-15492;4820;886;-566;115;0,0;0,0;0,17
70;20020;21,82;-21,64;6784;-15272;4916;998;-1378;96;0,0;0,0;0,17
70;20040;22,63;-24,15;8472;-15856;4944;1175;-85;137;0,0;0,0;0,17
70;20060;22,95;-25,54;5076;-15696;4988;1210;635;50;0,0;0,0;0,17
70;20080;23,33;-27,11;5864;-15992;4980;1361;287;38;0,0;0,0;0,17
70;20100;23,42;-27,66;3452;-15796;4828;1531;1305;29;0,0;0,0;0,17
70;20120;23,34;-26,92;1184;-15808;4828;1630;1599;-41;0,0;0,0;0,17
70;20140;23,35;-24,81;-1116;-15844;5296;1817;1741;-149;0,0;0,0;0,17
70;20160;23,29;-23,11;-600;-15840;4952;1844;1683;-117;0,0;0,0;0,17
70;20180;23,57;-19,79;-4564;-15852;5240;1902;1021;-108;0,0;0,0;0,17
70;20200;24,0;-16,74;-5312;-15560;5844;1951;-204;74;0,0;0,0;0,17
70;20220;24,14;-14,62;-2936;-15300;5256;2023;-1199;-43;0,0;0,0;0,17
70;20240;24,32;-12,65;-2968;-15216;5492;2052;-1175;20;0,0;0,0;0,17
70;20260;24,45;-12,05;-452;-15076;5896;2023;-2079;102;0,0;0,0;0,17
70;20280;24,74;-12,7;2384;-14460;6312;2009;-2164;155;0,0;0,0;0,17
70;20300;25,04;-13,21;2208;-14488;6492;2047;-2076;155;0,0;0,0;0,17
70;20320;25,45;-14,78;5416;-14620;5692;1974;-1391;125;0,0;0,0;0,17
70;20340;25,8;-16,38;5924;-15116;5208;1905;-75;109;0,0;0,0;0,17
70;20360;25,99;-16,84;3216;-15584;6052;1966;1117;-42;0,0;0,0;0,17
70;20380;26,18;-17,41;3612;-15532;6124;1900;1065;17;0,0;0,0;0,17
70;20400;26,1;-16,83;628;-15052;4996;1810;1773;-36;0,0;0,0;0,17
70;20420;26,25;-14,63;-3428;-15512;5808;1794;1426;-111;0,0;0,0;0,17
70;20440;26,52;-12,06;-5400;-15348;5716;1721;608;16;0,0;0,0;0,17
70;20460;26,8;-9,56;-5460;-15248;5764;1617;688;-36;0,0;0,0;0,17
70;20480;27,0;-7,73;-4148;-14860;6072;1470;-863;38;0,0;0,0;0,17
70;20500;27,07;-7,34;-500;-14116;6224;1301;-1745;146;0,0;0,0;0,17
70;20520;27,11;-6,83;-824;-14184;6232;1196;-1801;82;0,0;0,0;0,17
70;20540;27,22;-7,68;2776;-14276;6348;1014;-1853;245;0,0;0,0;0,17
70;20560;27,44;-9,11;4972;-14152;6028;888;-1308;157;0,0;0,0;0,17
70;20580;27,73;-10,71;6460;-14356;5860;676;-166;202;0,0;0,0;0,17
70;20600;28,01;-12,36;6860;-14416;5664;545;7;210;0,0;0,0;0,17
70;20620;27,91;-12,58;2264;-14936;5932;403;1301;54;0,0;0,0;0,17
70;20640;27,72;-11,69;-380;-14956;5760;328;1919;34;0,0;0,0;0,17
70;20660;27,59;-9,55;-3796;-15308;5228;140;1485;-48;0,0;0,0;0,17
70;20680;27,44;-7,33;-4168;-15512;5016;-4;1436;-53;0,0;0,0;0,17
70;20700;27,55;-4,86;-6468;-15156;5412;-109;461;-80;0,0;0,0;0,17
70;20720;27,57;-3,32;-4068;-14104;6224;-295;-1073;65;0,0;0,0;0,17
70;20740;27,28;-3,81;1180;-14164;5152;-494;-1850;75;0,0;0,0;0,17
70;20760;27,02;-4,29;1300;-14300;5492;-634;-1741;140;0,0;0,0;0,17
70;20780;27,04;-5,12;2832;-13780;6932;-830;-1920;169;0,0;0,0;0,17
70;20800;27,31;-6,72;6840;-14024;7152;-982;-1060;231;0,0;0,0;0,17
70;20820;27,49;-8,21;6336;-14136;6872;-1098;-964;259;0,0;0,0;0,17
70;20840;27,62;-9,53;6504;-14684;6772;-1222;690;76;0,0;0,0;0,17
70;20860;27,46;-9,75;2520;-14572;6612;-1328;1888;12;0,0;0,0;0,17
70;20880;27,18;-8,97;-340;-14976;6408;-1424;2265;40;0,0;0,0;0,17
70;20900;26,85;-8,54;496;-14984;5956;-1513;2132;82;0,0;0,0;0,17
70;20920;26,64;-6,59;-4060;-15064;5696;-1585;1384;46;0,0;0,0;0,17
70;20940;26,57;-4,69;-5052;-15184;6180;-1615;104;96;0,0;0,0;0,17
70;20960;26,25;-3,82;-1884;-14640;5704;-1789;-1130;182;0,0;0,0;0,17
70;20980;25,94;-3,34;-932;-14568;5884;-1813;-1065;201;0,0;0,0;0,17
70;21000;25,64;-3,18;-292;-14264;5848;-1934;-1770;166;0,0;0,0;0,17
70;21020;25,51;-3,86;2280;-14440;6816;-1985;-1605;111;0,0;0,0;0,17
70;21040;25,42;-4,5;2392;-14480;7120;-1977;-1445;36;0,0;0,0;0,17
70;21060;25,44;-6,08;6132;-14712;5972;-2058;-244;129;0,0;0,0;0,17
70;21080;25,19;-6,48;2260;-15368;6284;-2088;831;-80;0,0;0,0;0,17
70;21100;24,86;-6,53;1328;-15412;5896;-2065;1294;-144;0,0;0,0;0,17
70;21120;24,53;-6,35;684;-15404;5772;-2053;1357;-163;0,0;0,0;0,17
70;21140;24,18;-5,72;-456;-15680;5684;-2003;1467;-120;0,0;0,0;0,17
70;21160;23,94;-4,82;-1528;-15432;6128;-1946;710;-166;0,0;0,0;0,17
70;21180;23,7;-4,69;144;-14688;6028;-2038;-614;3;0,0;0,0;0,17
70;21200;23,43;-4,67;420;-14720;5716;-1960;-699;-5;0,0;0,0;0,17
70;21220;23,24;-5,34;2372;-15168;6056;-2000;-684;120;0,0;0,0;0,17
70;21240;23,2;-5,64;1632;-14700;7128;-1885;-647;171;0,0;0,0;0,17
70;21260;23,2;-6,06;2068;-14700;7244;-1825;-651;209;0,0;0,0;0,17
70;21280;23,06;-6,6;2220;-14736;6004;-1852;-290;129;0,0;0,0;0,17
70;21300;22,77;-6,38;280;-15296;5356;-1809;421;73;0,0;0,0;0,17
70;21320;22,53;-5,42;-1416;-15824;5692;-1663;1019;33;0,0;0,0;0,17
70;21340;22,33;-4,43;-1732;-16120;5868;-1550;866;-14;0,0;0,0;0,17
70;21360;22,06;-3,99;-216;-15744;5204;-1466;1108;-43;0,0;0,0;0,17
70;21380;21,82;-3,08;-1464;-15704;5152;-1379;684;-77;0,0;0,0;0,17
70;21400;21,72;-2,22;-1876;-15832;6012;-1216;-106;-40;0,0;0,0;0,17
70;21420;21,57;-1,4;-1700;-16052;5536;-1110;-160;-40;0,0;0,0;0,17
70;21440;21,49;-2,04;1932;-15292;5780;-1059;-790;89;0,0;0,0;0,17
70;21460;21,44;-2,75;2000;-14976;5736;-974;-1223;157;0,0;0,0;0,17
70;21480;21,4;-3,4;1940;-15236;5824;-864;-1099;140;0,0;0,0;0,17
70;21500;21,46;-4,06;2220;-14948;6332;-760;-1104;94;0,0;0,0;0,17
70;21520;21,49;-5,02;3312;-15340;5676;-658;-123;147;0,0;0,0;0,17
70;21540;21,42;-4,86;408;-15496;5704;-495;653;-23;0,0;0,0;0,17
70;21560;21,4;-4,6;180;-15496;5992;-387;790;-36;0,0;0,0;0,17
70;21580;21,33;-4,12;-252;-15504;5500;-282;1277;-102;0,0;0,0;0,17
70;21600;21,21;-3,15;-1412;-16436;5048;-142;1420;-55;0,0;0,0;0,17
70;21620;21,38;-1,11;-5376;-16344;5276;42;680;-44;0,0;0,0;0,17
70;21640;21,65;1,02;-6324;-16208;5364;132;495;14;0,0;0,0;0,17
70;21660;21,85;2,39;-4124;-14844;5708;157;-1109;149;0,0;0,0;0,17
70;21680;21,84;2,37;-408;-15276;5612;222;-2088;135;0,0;0,0;0,17
70;21700;21,98;1,26;2504;-14928;5928;332;-2349;172;0,0;0,0;0,17
70;21720;22,15;0,04;3092;-14896;5976;374;-2119;205;0,0;0,0;0,17
70;21740;22,65;-2,26;8456;-15316;5252;363;-1046;183;0,0;0,0;0,17
70;21760;23,03;-4,06;7016;-15536;5460;485;690;59;0,0;0,0;0,17
70;21780;23,39;-5,73;6636;-15440;5568;531;776;57;0,0;0,0;0,17
70;21800;23,44;-6,32;2700;-15532;5516;635;1741;-73;0,0;0,0;0,17
70;21820;23,34;-5,8;-12;-15988;5152;663;2167;-85;0,0;0,0;0,17
70;21840;23,61;-3,6;-5632;-15864;5620;820;1544;-103;0,0;0,0;0,17
70;21860;23,84;-1,66;-5048;-15784;5848;838;1328;-116;0,0;0,0;0,17
70;21880;24,12;0,19;-5580;-15304;5804;838;-80;-94;0,0;0,0;0,17
70;21900;24,17;0,62;-1236;-15044;5880;817;-1226;43;0,0;0,0;0,17
70;21920;24,34;0,55;-96;-14248;6532;869;-1633;75;0,0;0,0;0,17
70;21940;24,46;0,44;28;-14500;6356;857;-1708;127;0,0;0,0;0,17
70;21960;24,59;-0,6;2744;-14752;6072;825;-1457;156;0,0;0,0;0,17
70;21980;24,82;-2,34;5388;-15004;5304;821;-576;150;0,0;0,0;0,17
70;22000;24,83;-2,93;2148;-15480;5680;842;701;56;0,0;0,0;0,17
70;22020;24,83;-3,56;2284;-15420;5552;822;752;16;0,0;0,0;0,17
70;22040;24,82;-3,6;984;-15448;5824;850;1403;10;0,0;0,0;0,17
70;22060;24,7;-2,76;-1104;-15560;5080;848;1481;-19;0,0;0,0;0,17
70;22080;24,63;-1,76;-1624;-15460;5244;842;1492;-28;0,0;0,0;0,17
70;22100;24,85;0,24;-5524;-15476;5568;826;749;-67;0,0;0,0;0,17
70;22120;24,97;1,19;-2760;-14904;6260;735;-669;119;0,0;0,0;0,17
70;22140;24,99;1,26;-460;-14576;6036;688;-1432;94;0,0;0,0;0,17
70;22160;24,99;1,23;-236;-14508;5964;629;-1578;90;0,0;0,0;0,17
70;22180;25,1;0,31;2244;-14240;6344;547;-1810;99;0,0;0,0;0,17
70;22200;25,38;-1,49;5832;-14528;6096;420;-1186;241;0,0;0,0;0,17
70;22220;25,57;-3,13;5684;-15080;5640;361;285;78;0,0;0,0;0,17
70;22240;25,7;-4,64;5248;-15080;5612;332;378;-4;0,0;0,0;0,17
70;22260;25,66;-5,09;2092;-14740;5856;250;1200;15;0,0;0,0;0,17
70;22280;25,47;-4,68;0;-15684;5496;246;1732;-63;0,0;0,0;0,17
70;22300;25,39;-2,71;-4200;-15884;4908;149;1385;-80;0,0;0,0;0,17
70;22320;25,35;-0,58;-4860;-15948;4736;105;1351;-81;0,0;0,0;0,17
70;22340;25,49;1,29;-5768;-15232;5684;10;-254;48;0,0;0,0;0,17
70;22360;25,51;2,21;-2964;-14396;6084;-31;-1436;41;0,0;0,0;0,17
70;22380;25,52;1,59;1208;-13544;6336;-189;-1915;163;0,0;0,0;0,17
70;22400;25,5;1,01;1112;-13616;6168;-229;-1900;159;0,0;0,0;0,17
70;22420;25,63;-0,48;4380;-14188;6576;-395;-1775;214;0,0;0,0;0,17
70;22440;25,96;-2,35;7516;-14876;6756;-467;-390;64;0,0;0,0;0,17
70;22460;26,27;-4,2;7512;-14720;6520;-545;-321;45;0,0;0,0;0,17
70;22480;26,42;-5,43;5416;-14596;6752;-585;1142;36;0,0;0,0;0,17
70;22500;26,28;-5,71;2004;-15156;6228;-653;1981;-17;0,0;0,0;0,17
70;22520;26,09;-4,69;-1500;-15188;6064;-668;2155;-130;0,0;0,0;0,17
70;22540;25,91;-3,68;-1612;-15156;5948;-687;2087;-85;0,0;0,0;0,17
70;22560;25,92;-1,48;-5820;-15204;5148;-725;1120;30;0,0;0,0;0,17
70;22580;25,83;0,29;-4872;-15216;5168;-836;-494;25;0,0;0,0;0,17
70;22600;25,63;0,81;-1644;-14560;5696;-910;-1618;58;0,0;0,0;0,17
70;22620;25,43;1,27;-1524;-14716;5780;-953;-1619;141;0,0;0,0;0,17
70;22640;25,34;0,81;864;-14428;6684;-1025;-1886;237;0,0;0,0;0,17
70;22660;25,4;-0,54;4084;-14168;6668;-1084;-1416;128;0,0;0,0;0,17
70;22680;25,42;-2,08;5076;-14828;6012;-1146;-242;50;0,0;0,0;0,17
70;22700;25,43;-3,61;5196;-14920;5876;-1152;-70;19;0,0;0,0;0,17
70;22720;25,31;-4,23;2712;-15224;6356;-1160;1172;21;0,0;0,0;0,17
70;22740;25,11;-4,28;1160;-15340;6260;-1142;1684;-54;0,0;0,0;0,17
70;22760;24,82;-3,22;-1692;-15304;5276;-1174;1783;-66;0,0;0,0;0,17
70;22780;24,55;-2,11;-1896;-15300;5228;-1169;1754;-130;0,0;0,0;0,17
70;22800;24,56;-0,31;-5088;-15252;5796;-1135;535;-39;0,0;0,0;0,17
70;22820;24,38;0,72;-2768;-15256;5548;-1131;-698;21;0,0;0,0;0,17
70;22840;24,23;1,79;-3052;-15332;5684;-1142;-788;51;0,0;0,0;0,17
70;22860;23,99;1,52;284;-14780;5592;-1218;-1491;177;0,0;0,0;0,17
70;22880;23,97;1,09;792;-14260;6844;-1160;-1727;172;0,0;0,0;0,17
70;22900;24,01;-0,41;4556;-14800;6216;-1181;-920;207;0,0;0,0;0,17
70;22920;24,06;-1,88;4568;-14780;6124;-1162;-903;155;0,0;0,0;0,17
70;22940;23,99;-3,02;3696;-15196;5808;-1168;228;87;0,0;0,0;0,17
70;22960;23,82;-3,3;1468;-15636;6120;-1085;1019;-5;0,0;0,0;0,17
70;22980;23,59;-3,42;1088;-15808;5652;-1066;1492;-57;0,0;0,0;0,17
70;23000;23,4;-3,5;992;-15632;5764;-986;1540;-66;0,0;0,0;0,17
70;23020;23,2;-2,54;-1688;-15508;5380;-913;1165;-104;0,0;0,0;0,17
70;23040;23,16;-1,24;-3332;-15276;5796;-870;145;-55;0,0;0,0;0,17
70;23060;23,01;-1,6;976;-15512;5832;-831;-705;59;0,0;0,0;0,17
70;23080;22,83;-1,92;788;-15396;5492;-817;-794;140;0,0;0,0;0,17
70;23100;22,77;-2,27;880;-14824;6132;-760;-1184;133;0,0;0,0;0,17
70;23120;22,76;-2,91;1768;-14708;6276;-767;-1220;150;0,0;0,0;0,17
70;23140;22,74;-3,44;1476;-14604;6176;-729;-1273;157;0,0;0,0;0,17
70;23160;22,82;-4,46;3480;-15072;6392;-649;-452;86;0,0;0,0;0,17
70;23180;22,82;-5,2;2836;-15176;6000;-588;726;136;0,0;0,0;0,17
70;23200;22,69;-5,09;528;-15480;5688;-549;1197;-58;0,0;0,0;0,17
70;23220;22,58;-5,24;1236;-15580;5672;-491;1307;-37;0,0;0,0;0,17
70;23240;22,46;-4,5;-908;-15732;5604;-369;1696;-69;0,0;0,0;0,17
70;23260;22,42;-2,79;-3712;-15884;5080;-328;1051;19;0,0;0,0;0,17
70;23280;22,47;-1,06;-4528;-15788;5260;-249;-33;-22;0,0;0,0;0,17
70;23300;22,58;0,7;-5100;-15756;5380;-199;-285;-18;0,0;0,0;0,17
70;23320;22,6;1,4;-2220;-14588;5680;-142;-1639;177;0,0;0,0;0,17
70;23340;22,59;0,74;1216;-15060;5996;-165;-2153;225;0,0;0,0;0,17
70;23360;22,8;-0,99;5040;-15188;6040;-159;-1692;122;0,0;0,0;0,17
70;23380;23,04;-2,75;5568;-15176;6048;-114;-1585;97;0,0;0,0;0,17
70;23400;23,41;-4,67;7244;-14996;5920;-118;-353;143;0,0;0,0;0,17
70;23420;23,63;-6,0;5356;-15132;5980;-17;1282;-5;0,0;0,0;0,17
70;23440;23,54;-6,29;1772;-15232;5316;32;2101;-12;0,0;0,0;0,17
70;23460;23,45;-6,5;1584;-15356;5364;49;2041;-98;0,0;0,0;0,17
70;23480;23,3;-5,14;-2132;-16088;4952;124;1950;-114;0,0;0,0;0,17
70;23500;23,49;-2,88;-6212;-16032;5180;183;1007;-116;0,0;0,0;0,17
70;23520;23,63;-0,83;-5536;-16040;5256;208;936;-109;0,0;0,0;0,17
70;23540;23,71;0,56;-3892;-15068;5568;190;-571;76;0,0;0,0;0,17
70;23560;23,78;0,84;-1208;-14588;6340;231;-1570;91;0,0;0,0;0,17
70;23580;23,87;0,3;1116;-14440;6432;198;-1596;132;0,0;0,0;0,17
70;23600;23,96;-0,23;1112;-14364;6480;194;-1734;217;0,0;0,0;0,17
70;23620;24,06;-1,58;3676;-14920;5972;146;-1391;218;0,0;0,0;0,17
70;23640;24,14;-3,07;4560;-15504;5444;177;-24;125;0,0;0,0;0,17
70;23660;24,17;-3,78;2660;-15316;6012;221;953;51;0,0;0,0;0,17
70;23680;24,26;-4,62;3268;-14976;6124;228;1071;32;0,0;0,0;0,17
70;23700;24,14;-4,55;688;-15472;5384;245;1780;-101;0,0;0,0;0,17
70;23720;24,11;-2,83;-3624;-15968;5228;264;1582;-56;0,0;0,0;0,17
70;23740;24,32;-0,86;-5896;-15508;5728;255;350;10;0,0;0,0;0,17
70;23760;24,54;1,11;-6044;-15456;5592;255;222;48;0,0;0,0;0,17
70;23780;24,66;2,32;-3896;-14460;5808;238;-1334;20;0,0;0,0;0,17
70;23800;24,65;2,22;-400;-14300;6108;136;-2088;150;0,0;0,0;0,17
70;23820;24,66;2,01;-120;-14168;6184;118;-2200;178;0,0;0,0;0,17
70;23840;24,8;0,41;4312;-14960;6236;82;-1986;185;0,0;0,0;0,17
70;23860;25,07;-1,59;6760;-15072;5824;6;-719;95;0,0;0,0;0,17
70;23880;25,34;-3,16;5984;-14680;6272;2;601;18;0,0;0,0;0,17
70;23900;25,64;-4,77;6440;-14476;6268;-39;754;108;0,0;0,0;0,17
70;23920;25,62;-5,32;2584;-14724;6004;-2;1898;-20;0,0;0,0;0,17
70;23940;25,42;-4,15;-1776;-15576;5184;-29;2112;-91;0,0;0,0;0,17
70;23960;25,45;-1,9;-5780;-16248;5016;-56;1271;-46;0,0;0,0;0,17
70;23980;25,46;0,18;-5420;-16180;5044;-73;1099;-6;0,0;0,0;0,17
70;24000;25,56;2,24;-6324;-15720;4992;-77;-295;-60;0,0;0,0;0,17
70;24020;25,55;2,9;-2412;-14196;5996;-160;-1753;127;0,0;0,0;0,17
70;24040;25,57;1,85;2348;-14212;6456;-238;-2127;163;0,0;0,0;0,17
70;24060;25,53;0,94;1868;-14428;6160;-285;-2171;217;0,0;0,0;0,17
70;24080;25,69;-0,67;4888;-14724;6652;-338;-1641;120;0,0;0,0;0,17
70;24100;26,06;-2,72;8216;-14700;6336;-437;-319;184;0,0;0,0;0,17
70;24120;26,41;-4,55;7616;-14596;6728;-466;-174;154;0,0;0,0;0,17
70;24140;26,48;-5,7;4808;-15008;6316;-464;1428;-9;0,0;0,0;0,17
70;24160;26,33;-5,4;388;-15020;6240;-454;2247;-24;0,0;0,0;0,17
70;24180;26,15;-3,91;-2848;-15616;5500;-485;2050;-63;0,0;0,0;0,17
70;24200;25,98;-2,5;-2824;-15556;5604;-486;2008;-78;0,0;0,0;0,17
70;24220;26,04;-0,22;-6540;-15696;4892;-466;711;-70;0,0;0,0;0,17
70;24240;25,99;1,25;-4344;-14972;5428;-522;-886;76;0,0;0,0;0,17
70;24260;25,76;1,28;-512;-14928;5568;-613;-1695;161;0,0;0,0;0,17
70;24280;25,54;1,07;76;-14836;5660;-647;-1692;77;0,0;0,0;0,17
70;24300;25,5;0,23;1916;-14440;6476;-637;-1764;134;0,0;0,0;0,17
70;24320;25,58;-1,09;4080;-14504;6668;-684;-1002;110;0,0;0,0;0,17
70;24340;25,7;-2,77;6012;-15088;6056;-753;290;153;0,0;0,0;0,17
70;24360;25,76;-4,2;5184;-15040;6076;-740;455;76;0,0;0,0;0,17
70;24380;25,62;-4,55;1876;-15452;6220;-687;1559;-20;0,0;0,0;0,17
70;24400;25,4;-4,16;-32;-15188;5744;-693;1948;-87;0,0;0,0;0,17
70;24420;25,19;-3,43;-964;-15208;5684;-676;1917;-114;0,0;0,0;0,17
70;24440;25,11;-1,61;-4420;-15492;5360;-691;1255;6;0,0;0,0;0,17
70;24460;25,12;0,26;-5504;-15476;5260;-687;-307;40;0,0;0,0;0,17
70;24480;24,96;0,69;-1492;-14944;5824;-718;-1536;121;0,0;0,0;0,17
70;24500;24,8;0,93;-1008;-14912;5804;-678;-1596;112;0,0;0,0;0,17
70;24520;24,69;0,29;1248;-14416;6024;-758;-1764;190;0,0;0,0;0,17
70;24540;24,76;-1,11;4016;-14508;6420;-769;-1514;149;0,0;0,0;0,17
70;24560;24,9;-2,81;6112;-15404;6092;-754;38;5;0,0;0,0;0,17
70;24580;24,97;-4,37;5544;-15520;6012;-763;127;17;0,0;0,0;0,17
70;24600;24,93;-5,15;3204;-15256;6272;-732;1278;-24;0,0;0,0;0,17
70;24620;24,71;-4,91;352;-15572;5780;-715;1848;-139;0,0;0,0;0,17
70;24640;24,58;-3,57;-2700;-15536;5648;-622;1520;-205;0,0;0,0;0,17
70;24660;24,44;-2,19;-2924;-15456;5400;-602;1356;-149;0,0;0,0;0,17
70;24680;24,42;-0,52;-4520;-15504;5456;-560;179;-64;0,0;0,0;0,17
70;24700;24,2;-0,07;-1220;-15216;5240;-650;-1002;83;0,0;0,0;0,17
70;24720;24,04;0,22;-936;-14912;5652;-617;-1088;96;0,0;0,0;0,17
70;24740;23,92;0,04;52;-14884;5900;-600;-1722;104;0,0;0,0;0,17
70;24760;23,89;-0,84;2168;-14592;6180;-608;-1338;122;0,0;0,0;0,17
70;24780;23,96;-2,17;4052;-14640;6012;-608;-498;239;0,0;0,0;0,17
70;24800;24,05;-3,42;4120;-14828;6300;-569;-353;187;0,0;0,0;0,17
70;24820;24,05;-4,34;3452;-15420;6152;-536;965;35;0,0;0,0;0,17
70;24840;23,91;-4,44;1132;-15388;5788;-478;1711;-73;0,0;0,0;0,17
70;24860;23,76;-3,14;-2400;-15732;5316;-434;1786;-22;0,0;0,0;0,17
70;24880;23,68;-1,61;-3292;-15748;5420;-377;1748;-32;0,0;0,0;0,17
70;24900;23,65;0,08;-4300;-15704;5124;-351;503;41;0,0;0,0;0,17
70;24920;23,71;1,52;-4388;-15020;5528;-267;-896;26;0,0;0,0;0,17
70;24940;23,59;1,77;-1208;-14920;5528;-336;-2064;99;0,0;0,0;0,17
70;24960;23,52;1,78;-684;-14692;5812;-313;-2222;155;0,0;0,0;0,17
80;24980;25,44;9,42;-4928;-14996;6428;624;-559;57;0,0;0,0;0,17
80;25000;25,51;8,74;-148;-14500;6720;703;-1942;48;0,0;0,0;0,17
80;25020;25,8;5,54;5368;-15268;6212;762;-153;-75;0,0;0,0;0,17
80;25040;25,97;2,91;4776;-15404;6036;854;1087;-17;0,0;0,0;0,17
80;25060;26,08;4,66;-3524;-15512;6424;1089;1423;-167;0,0;0,0;0,17
80;25080;26,33;5,96;-3592;-14720;6904;1141;-975;189;0,0;0,0;0,17
80;25100;26,65;3,68;4168;-14556;6920;1208;-1446;47;0,0;0,0;0,17
80;25120;26,92;1,42;4716;-14784;6492;1244;-216;92;0,0;0,0;0,17
